,patent
66737,4401759
66738,5834594
66739,5224949
66740,5567695
66741,4789535
66742,5387687
66743,5012037
66744,5657072
66745,5249218
66746,4652688
66747,5562932
66748,5734390
66749,4882306
66750,4843041
66751,5812540
66752,5292608
66753,5585183
66754,4816263
66755,4953227
66756,5071764
66757,4757533
66758,5715446
66759,4943725
66760,5865830
66761,5231519
66762,5647026
66763,5403689
66764,5268496
66765,5944975
66766,5214011
66767,5987599
66768,5477043
66769,5581607
66770,5697377
66771,5586227
66772,4689295
66773,5163445
66774,4772956
66775,5488653
66776,5543004
66777,5134645
66778,5397413
66779,4904520
66780,4873471
66781,5763501
66782,4700528
66783,5001628
66784,4239758
66785,4733669
66786,5612052
66787,5812479
66788,5003487
66789,5271928
66790,3870592
66791,5608910
66792,5045304
66793,5220564
66794,5241305
66795,4522726
66796,5075217
66797,5954570
66798,5319960
66799,5698422
66800,5822745
66801,5315161
66802,4886512
66803,4224371
66804,5409464
66805,5119902
66806,5167848
66807,5755944
66808,5581695
66809,4733229
66810,4779792
66811,5483588
66812,5237687
66813,4312834
66814,4803247
66815,5556820
66816,5948576
66817,5959313
66818,5828375
66819,5995947
66820,5781193
66821,5529822
66822,4701562
66823,5619387
66824,4857799
66825,4933430
66826,5574903
66827,5892905
66828,5668687
66829,5602928
66830,4484923
66831,4989230
66832,4731122
66833,5324391
66834,5041821
66835,4797693
66836,5436440
66837,4770185
66838,5043196
66839,5955322
66840,5473422
66841,5618583
66842,5924068
66843,4982842
66844,4400547
66845,5160662
66846,4686620
66847,5535137
66848,5594492
66849,5977318
66850,5418457
66851,5562646
66852,5447977
66853,5446137
66854,5234915
66855,5676943
66856,4012539
66857,4562269
66858,4076663
66859,5186173
66860,6008059
66861,4703026
66862,5616650
66863,5935305
66864,5844597
66865,4638120
66866,5585665
66867,5478847
66868,5659691
66869,5549600
66870,5359721
66871,5281461
66872,5705829
66873,5261102
66874,4978532
66875,4701755
66876,5280163
66877,5643963
66878,4928043
66879,5871444
66880,4613330
66881,4719356
66882,5932495
66883,5463741
66884,5697913
66885,5519433
66886,4905003
66887,5590160
66888,4065817
66889,4113630
66890,5668004
66891,5806046
66892,4789699
66893,5681881
66894,5360854
66895,4479963
66896,5332660
66897,5588442
66898,5871711
66899,5438510
66900,4461819
66901,4391444
66902,5710009
66903,5794149
66904,5392766
66905,5770459
66906,5494870
66907,5553005
66908,4090219
66909,5478997
66910,5871929
66911,4753839
66912,4944040
66913,5371226
66914,5283874
66915,5541192
66916,4987283
66917,4683377
66918,5677020
66919,5102585
66920,5509058
66921,4749598
66922,4834735
66923,5425709
66924,4754328
66925,5625682
66926,4856413
66927,5885418
66928,5119427
66929,4377532
66930,5607777
66931,5355133
66932,5734902
66933,5300400
66934,5410360
66935,5329935
66936,5182041
66937,5554110
66938,5354637
66939,4956533
66940,4409979
66941,5628662
66942,5075798
66943,4662880
66944,5640081
66945,5103499
66946,4885471
66947,5843093
66948,4804793
66949,4537517
66950,5382185
66951,5386464
66952,5962521
66953,5611793
66954,4818649
66955,3984371
66956,5778167
66957,5762881
66958,4349033
66959,5681589
66960,4255202
66961,5957884
66962,5744666
66963,4665239
66964,4889323
66965,3878565
66966,5489304
66967,5302579
66968,4750212
66969,4438066
66970,5383890
66971,5606541
66972,5333624
66973,5356421
66974,5176952
66975,4987346
66976,5639614
66977,5005120
66978,5525273
66979,5589169
66980,4649266
66981,5806056
66982,5700486
66983,5060276
66984,5266223
66985,5515333
66986,5535574
66987,5719902
66988,5626560
66989,5750302
66990,5045399
66991,4919535
66992,5523375
66993,5404393
66994,5808483
66995,5857154
66996,4832995
66997,4756723
66998,5522043
66999,5703647
67000,4530464
67001,5657374
67002,4761746
67003,5581782
67004,5107328
67005,4136195
67006,4235969
67007,5021997
67008,5797906
67009,5700255
67010,5125084
67011,5148528
67012,5585198
67013,5766888
67014,5617577
67015,5223496
67016,4761709
67017,5872924
67018,4595675
67019,5573719
67020,4224209
67021,5991636
67022,5403706
67023,5463682
67024,5599650
67025,5651364
67026,4231816
67027,5107839
67028,5421819
67029,4072985
67030,5778159
67031,5300339
67032,3872023
67033,5580561
67034,5003594
67035,4092286
67036,4713779
67037,4485194
67038,5075868
67039,4896955
67040,5155689
67041,5897642
67042,4931347
67043,5905348
67044,4818509
67045,4983498
67046,5717010
67047,5869549
67048,5528376
67049,5021309
67050,4293684
67051,5916777
67052,4418691
67053,4869723
67054,5214032
67055,4239509
67056,5932286
67057,5571166
67058,5721180
67059,4919955
67060,5505730
67061,5399635
67062,5830643
67063,5166331
67064,4849112
67065,5828352
67066,4649916
67067,4171981
67068,5989263
67069,5425036
67070,5820612
67071,5680337
67072,5834099
67073,4534959
67074,3995126
67075,4464208
67076,4309971
67077,4965188
67078,3900162
67079,5753531
67080,5990996
67081,5170092
67082,5660630
67083,5845375
67084,5496684
67085,5773574
67086,5478787
67087,5387985
67088,4976720
67089,5815525
67090,5371547
67091,5766167
67092,5833364
67093,5272687
67094,5756349
67095,4237534
67096,5569195
67097,4114882
67098,4770177
67099,5084667
67100,4451452
67101,4983651
67102,4782841
67103,5708771
67104,4636531
67105,5790949
67106,5527493
67107,5983099
67108,5193188
67109,4904836
67110,4990134
67111,4851204
67112,5059425
67113,4677064
67114,4521812
67115,4870568
67116,5100662
67117,4943473
67118,4965828
67119,5862022
67120,4879558
67121,5443899
67122,4106913
67123,5158881
67124,5846717
67125,5977629
67126,5346873
67127,4223061
67128,5071675
67129,5402472
67130,5437978
67131,5441998
67132,4310727
67133,5040889
67134,4704695
67135,4706117
67136,6003975
67137,5363687
67138,4668221
67139,4398343
67140,4695880
67141,5171688
67142,5334094
67143,4871405
67144,5440677
67145,5023908
67146,5552370
67147,5962108
67148,4963325
67149,5354985
67150,3948387
67151,5183040
67152,4540475
67153,4057067
67154,5864872
67155,4806588
67156,5459203
67157,5586223
67158,5859308
67159,5282845
67160,4621164
67161,5334477
67162,5498269
67163,4843177
67164,5106396
67165,5605976
67166,5004606
67167,4505794
67168,5825595
67169,5991308
67170,4175103
67171,5887021
67172,5733686
67173,4325943
67174,5794217
67175,4296083
67176,5239668
67177,5490882
67178,5819255
67179,5831795
67180,5276829
67181,5413909
67182,5728522
67183,5019625
67184,4884082
67185,5733997
67186,4997588
67187,5699419
67188,5636700
67189,4096163
67190,5903490
67191,5888640
67192,5566345
67193,5815130
67194,5617123
67195,4806283
67196,5288499
67197,4281051
67198,5802063
67199,5387567
67200,4137345
67201,5287447
67202,5223478
67203,5555111
67204,5581630
67205,4423701
67206,5016640
67207,5027384
67208,5352629
67209,4459344
67210,5665116
67211,5615344
67212,5389634
67213,5737592
67214,5501060
67215,5876859
67216,5864909
67217,5180828
67218,4525533
67219,5819009
67220,5261044
67221,5805991
67222,4960073
67223,5381254
67224,4001350
67225,5261896
67226,5741640
67227,4433195
67228,5464906
67229,5696033
67230,5089885
67231,5420864
67232,5315708
67233,5507769
67234,4849449
67235,5886678
67236,5305180
67237,5157603
67238,5650436
67239,5586388
67240,5448132
67241,5002716
67242,4834707
67243,4193983
67244,4787899
67245,5007105
67246,4379205
67247,5458609
67248,4929697
67249,4228101
67250,5894594
67251,5892706
67252,5929176
67253,5946012
67254,5751384
67255,4173956
67256,5348485
67257,5737584
67258,4419728
67259,4638032
67260,4772511
67261,5388345
67262,5310619
67263,4605828
67264,5912895
67265,4880304
67266,4900706
67267,5600200
67268,4196049
67269,5195613
67270,5971519
67271,5630167
67272,5108467
67273,4831536
67274,5574833
67275,5331728
67276,5246419
67277,5928217
67278,5707385
67279,5155156
67280,5723323
67281,5981725
67282,5845142
67283,5185172
67284,5171864
67285,5546592
67286,5806007
67287,5615165
67288,5517449
67289,5885329
67290,5230687
67291,4871355
67292,5805177
67293,5171578
67294,5025778
67295,5779632
67296,4185633
67297,4861532
67298,4912627
67299,5978914
67300,5624508
67301,5147994
67302,5994685
67303,5178947
67304,4860248
67305,4525410
67306,5748930
67307,5233612
67308,5396020
67309,5428663
67310,4455388
67311,5880328
67312,4554088
67313,5397766
67314,5444290
67315,4679639
67316,5824040
67317,5606179
67318,5144581
67319,5726015
67320,4866155
67321,4437168
67322,5805914
67323,4764170
67324,5905774
67325,4779229
67326,5811787
67327,5511196
67328,4842952
67329,5860953
67330,5750975
67331,5689704
67332,5830637
67333,5761634
67334,4330787
67335,5726824
67336,5328758
67337,4910528
67338,4794096
67339,5499295
67340,5386477
67341,5361330
67342,4369303
67343,4179124
67344,4913888
67345,5670234
67346,5316942
67347,4410983
67348,4531214
67349,5973684
67350,4755883
67351,5987140
67352,4656122
67353,5500797
67354,5441871
67355,4516975
67356,5126545
67357,5540669
67358,3992232
67359,5702637
67360,5998687
67361,5760079
67362,5534012
67363,5395198
67364,4778644
67365,5683036
67366,5137662
67367,5827322
67368,5370898
67369,4509187
67370,4944735
67371,5702390
67372,5432661
67373,5462533
67374,4405597
67375,4634845
67376,5685126
67377,4916652
67378,6007567
67379,5903553
67380,4983511
67381,4947429
67382,5189906
67383,5223780
67384,4841112
67385,5032521
67386,5099437
67387,4799156
67388,4525503
67389,5381166
67390,5609151
67391,4908707
67392,5112916
67393,4022731
67394,5807950
67395,5059634
67396,4794523
67397,5623538
67398,5339339
67399,4511703
67400,5760132
67401,4053442
67402,3900632
67403,5867577
67404,4349032
67405,4814275
67406,4233136
67407,5789741
67408,4720860
67409,4355721
67410,5946560
67411,4839072
67412,5361824
67413,5397846
67414,5432780
67415,5408383
67416,5550912
67417,5644789
67418,5475813
67419,5948058
67420,5687375
67421,5459448
67422,4577621
67423,5898546
67424,5281519
67425,6003046
67426,5366453
67427,4978049
67428,5550289
67429,5978543
67430,5712105
67431,4404296
67432,5480423
67433,5397967
67434,4040918
67435,5197632
67436,5675627
67437,5978847
67438,5562726
67439,5649003
67440,5938602
67441,5485849
67442,6001347
67443,4939705
67444,5626553
67445,4722941
67446,5480756
67447,5216445
67448,5232707
67449,5879383
67450,5358988
67451,5643314
67452,5467786
67453,5482881
67454,5829225
67455,5398081
67456,5416634
67457,5252833
67458,4658359
67459,6001390
67460,5673423
67461,4501780
67462,4805211
67463,5147297
67464,5862325
67465,4960477
67466,5068801
67467,5232451
67468,4378393
67469,4824986
67470,5065752
67471,5320735
67472,5761741
67473,5524180
67474,5359030
67475,5915081
67476,5830705
67477,4385093
67478,5213921
67479,4862251
67480,4714385
67481,5864350
67482,4864569
67483,5457739
67484,5691740
67485,5398321
67486,4986634
67487,5981765
67488,5651107
67489,5582606
67490,4974383
67491,5800516
67492,5118585
67493,5902720
67494,4907195
67495,5389641
67496,5373543
67497,4435476
67498,3877374
67499,3527809
67500,4967162
67501,5176675
67502,5520859
67503,5108420
67504,4415065
67505,4847134
67506,5594740
67507,4542539
67508,5958149
67509,5632022
67510,5552023
67511,5401170
67512,5749929
67513,5923659
67514,5030765
67515,5679302
67516,5571216
67517,3984460
67518,4417753
67519,4261875
67520,4322352
67521,4774001
67522,5440027
67523,4589552
67524,5980502
67525,4840778
67526,5844229
67527,5520700
67528,5639842
67529,5871811
67530,5674283
67531,5280427
67532,5175315
67533,5504198
67534,4816688
67535,5449354
67536,4678667
67537,5499182
67538,5583977
67539,4903230
67540,5338982
67541,4820893
67542,4947863
67543,5844554
67544,5777633
67545,5094940
67546,5571622
67547,4913269
67548,4410654
67549,4569794
67550,5452413
67551,4279720
67552,3989676
67553,5245607
67554,5699080
67555,5408738
67556,5024616
67557,5641706
67558,4818793
67559,5445144
67560,5569270
67561,5654588
67562,5082710
67563,3980482
67564,5439771
67565,5173730
67566,5864338
67567,5638095
67568,5847729
67569,5066091
67570,5048075
67571,5593658
67572,4839460
67573,4956300
67574,4985332
67575,5130043
67576,5290304
67577,5611023
67578,4904716
67579,5552155
67580,4791965
67581,4804389
67582,4935730
67583,5638097
67584,5994370
67585,4583431
67586,5868706
67587,5544091
67588,5668852
67589,3929849
67590,5110862
67591,4139600
67592,4488923
67593,5545505
67594,5234472
67595,5147670
67596,5246566
67597,3957382
67598,5437924
67599,5461619
67600,5678355
67601,4569643
67602,5768510
67603,5684525
67604,5003251
67605,5505956
67606,5514176
67607,5375245
67608,4120903
67609,5437811
67610,5557136
67611,5409015
67612,5686954
67613,5143968
67614,5248318
67615,4226619
67616,5497421
67617,5197922
67618,5861366
67619,5355467
67620,5496368
67621,5675587
67622,5531235
67623,4599475
67624,5467684
67625,5779976
67626,4940651
67627,4605405
67628,5530859
67629,4830187
67630,5950629
67631,5265622
67632,5841695
67633,5752360
67634,5440621
67635,5307304
67636,5273565
67637,5219358
67638,4464733
67639,3997482
67640,5896523
67641,4323340
67642,5596356
67643,5480403
67644,4070321
67645,5824224
67646,5139489
67647,5451446
67648,5561708
67649,5808987
67650,5529964
67651,3920661
67652,4490351
67653,5314680
67654,5375167
67655,4818650
67656,5616763
67657,4324874
67658,5768575
67659,5168162
67660,5821614
67661,4547060
67662,5694453
67663,5436941
67664,5336870
67665,5843077
67666,5792560
67667,5318897
67668,5935004
67669,5220439
67670,4506341
67671,4207357
67672,3939095
67673,5341477
67674,5490859
67675,5101492
67676,4354549
67677,5694608
67678,5675324
67679,4933873
67680,4899364
67681,4425620
67682,5210611
67683,5794003
67684,5219564
67685,5363451
67686,4708888
67687,4954471
67688,5100388
67689,5917171
67690,5903443
67691,4902724
67692,4645868
67693,5902307
67694,5421030
67695,5704361
67696,6008923
67697,4466705
67698,4499557
67699,5901083
67700,5007475
67701,5294247
67702,4545790
67703,5159592
67704,5926619
67705,4532935
67706,4429695
67707,4550414
67708,4816988
67709,5609604
67710,4617656
67711,6007497
67712,5755888
67713,5933166
67714,4801738
67715,4759856
67716,4521298
67717,5832464
67718,4397827
67719,4599490
67720,5574904
67721,5545176
67722,5935584
67723,6005536
67724,5894120
67725,5013316
67726,5879794
67727,5791771
67728,5797948
67729,4929233
67730,5539530
67731,4940570
67732,5830709
67733,5531718
67734,5984911
67735,5544229
67736,5198488
67737,5932460
67738,5845301
67739,5764012
67740,5140142
67741,5330662
67742,5646083
67743,5146606
67744,4925566
67745,5734152
67746,4842597
67747,5134122
67748,3943252
67749,4824435
67750,4097458
67751,5892900
67752,4477562
67753,5933490
67754,5874573
67755,5826073
67756,5126169
67757,5635425
67758,4898118
67759,4624560
67760,4713761
67761,4469258
67762,5794028
67763,5842029
67764,5109076
67765,5542082
67766,5112339
67767,5805190
67768,5247164
67769,4722975
67770,5649825
67771,5815633
67772,5995727
67773,5913877
67774,4652985
67775,5700245
67776,5430879
67777,4399216
67778,5710935
67779,5982868
67780,5391182
67781,4810543
67782,5106955
67783,5177187
67784,5645781
67785,5869249
67786,4205034
67787,5104518
67788,5178133
67789,5601801
67790,5397626
67791,4388477
67792,5561091
67793,4800109
67794,4176078
67795,5674470
67796,4714712
67797,5264405
67798,5287266
67799,4876441
67800,5569467
67801,5341163
67802,4381295
67803,5573324
67804,5931908
67805,4826497
67806,4931375
67807,5440334
67808,4419004
67809,5914265
67810,5861959
67811,5911717
67812,5210415
67813,5160321
67814,5487992
67815,4734360
67816,4743248
67817,4162247
67818,5045431
67819,5737215
67820,4988779
67821,4971710
67822,5789284
67823,5260573
67824,5536250
67825,5150703
67826,5200051
67827,4482687
67828,5914322
67829,4761658
67830,5761529
67831,5629364
67832,5428765
67833,5232675
67834,4035104
67835,4943392
67836,4755311
67837,5038681
67838,5942322
67839,5325497
67840,5190656
67841,5388147
67842,5430734
67843,5905979
67844,5485568
67845,5872779
67846,5647931
67847,5128982
67848,4587371
67849,5583560
67850,5241671
67851,4359516
67852,5288516
67853,5567069
67854,4254050
67855,5823391
67856,4440597
67857,5818726
67858,4963297
67859,5563595
67860,5620657
67861,4239852
67862,5758664
67863,3870593
67864,5558554
67865,5888884
67866,5411987
67867,5565528
67868,4740910
67869,5347260
67870,5906683
67871,5330458
67872,5951547
67873,5507751
67874,5607445
67875,4799255
67876,5341411
67877,5143779
67878,5360654
67879,5342755
67880,4916704
67881,5983253
67882,5246445
67883,5171749
67884,3990452
67885,4994592
67886,5901352
67887,5446521
67888,4812380
67889,5657128
67890,5227400
67891,4129542
67892,5917400
67893,5613004
67894,4404971
67895,5156828
67896,5432906
67897,5955455
67898,5557794
67899,5661336
67900,4904795
67901,5871702
67902,4868611
67903,5541738
67904,5930714
67905,5247662
67906,5187595
67907,5521194
67908,5497413
67909,5770666
67910,4943527
67911,5804365
67912,4737313
67913,5506437
67914,5668862
67915,5624394
67916,5296417
67917,5544098
67918,5733991
67919,4671273
67920,4509116
67921,4920172
67922,5428671
67923,5008812
67924,4348502
67925,4999715
67926,4632869
67927,5983208
67928,5968013
67929,5859838
67930,4618571
67931,5464668
67932,5474689
67933,4670906
67934,5674285
67935,5959688
67936,5467264
67937,5663049
67938,4732938
67939,5742907
67940,5594946
67941,4539256
67942,5851766
67943,5809213
67944,5334418
67945,5374692
67946,5888997
67947,5365581
67948,5960085
67949,5125414
67950,5537533
67951,4920967
67952,4817092
